,brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
64,Alcatel,Android,10.16,no,no,2.0,0.3,16.0,4.0,1500.0,159.95,2016,893,3.674526947889536,4.085303817569952
65,Alcatel,Android,10.16,yes,no,5.0,0.3,16.0,4.0,2000.0,130.0,2014,951,3.5667118201397288,4.799008502909713
66,Alcatel,Android,10.16,yes,no,2.0,0.3,16.0,4.0,2820.0,110.0,2015,1092,3.0218872310308424,3.919197209176146
67,Alcatel,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,96.0,2013,831,3.156148994959896,4.866995843894645
68,Alcatel,Android,10.29,no,no,8.0,0.3,16.0,4.0,1700.0,110.0,2014,571,3.998384171076189,5.075673690275478
69,Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,130.0,2013,967,3.7152779279684673,4.701752283834336
70,Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,139.0,2013,573,4.123093975508087,5.010835274098922
71,Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,150.0,2014,632,3.921775296870824,4.590259573252337
72,Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,157.0,2013,921,3.937495801401177,4.603669059861824
73,Alcatel,Android,10.29,yes,no,8.0,2.0,16.0,4.0,2000.0,116.0,2014,568,4.222884350827332,5.291292751611072
74,Alcatel,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2000.0,144.9,2015,562,3.955465563270983,4.8724454486622095
75,Alcatel,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2820.0,125.0,2015,629,3.341801171705499,4.064057161283644
76,Alcatel,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2000.0,147.0,2014,929,3.9049983904911816,5.183467524869095
77,Alcatel,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2000.0,147.0,2014,658,4.160912273160771,4.865378281439117
78,Alcatel,Android,10.34,no,no,13.0,1.3,16.0,4.0,2000.0,117.4,2013,692,4.793805104838638,5.888268354279532
79,Alcatel,Android,10.34,yes,no,8.0,1.3,16.0,4.0,2000.0,110.0,2013,586,3.643620547708321,5.068212138900275
80,Alcatel,Android,10.34,yes,no,13.0,5.0,32.0,4.0,2000.0,110.0,2015,736,4.577593418217857,5.306384737625796
81,Alcatel,Android,11.81,no,no,8.0,1.3,16.0,4.0,1800.0,115.0,2013,585,3.547027829873695,5.589044797185778
82,Alcatel,Android,11.84,no,no,8.0,2.0,16.0,4.0,1800.0,109.0,2013,898,3.9967317333551,5.435467204695271
83,Alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,162.0,2013,684,3.912422925449473,4.870376561674688
84,Alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,149.0,2014,702,3.586292865338835,4.7958731868099616
85,Alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,149.1,2014,718,3.927305628959303,4.513383790357383
86,Alcatel,Android,12.7,no,no,13.1,2.0,16.0,4.0,2500.0,125.0,2014,540,4.00405509087464,5.671155971829107
87,Alcatel,Android,12.7,no,no,12.0,1.0,16.0,4.0,2500.0,130.0,2013,733,4.812997033190408,6.430783427972656
88,Alcatel,Android,12.7,no,no,8.0,0.3,16.0,4.0,2500.0,135.0,2013,847,4.365643155423357,5.398117451625214
89,Alcatel,Android,12.7,no,no,5.0,0.3,16.0,4.0,2500.0,163.0,2013,789,3.66714496196793,5.136621627547738
90,Alcatel,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,128.0,2014,834,3.9431340004531994,5.298867215353472
91,Alcatel,Android,12.7,no,no,13.1,2.1,32.0,4.0,2000.0,130.0,2013,608,4.674696248636701,5.913421921269941
92,Alcatel,Android,12.7,no,no,8.0,5.0,32.0,4.0,2000.0,148.0,2016,989,3.013572191682322,4.097672352314776
93,Alcatel,Android,12.7,no,no,5.0,2.0,32.0,4.0,3230.0,148.0,2019,211,3.9976500913955832,4.257454983420831
94,Alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2150.0,140.0,2015,769,4.632396172241683,5.306731865149055
95,Alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2460.0,156.0,2016,754,4.079738409832738,5.295312857527738
96,Alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2460.0,159.5,2017,866,4.371218435957278,5.006894974480533
97,Alcatel,Android,12.7,yes,no,8.0,1.3,16.0,4.0,2500.0,135.0,2013,1042,4.234541192715384,5.862067453621914
98,Alcatel,Android,12.7,yes,no,5.0,2.0,16.0,4.0,2820.0,142.95,2015,732,3.961955374176355,4.3776420363560575
99,Alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,140.0,2015,566,4.288539791580417,5.441161510577517
100,Alcatel,Android,12.7,yes,no,5.0,0.3,16.0,4.0,3000.0,162.0,2014,753,4.162781723775329,4.940641922275721
101,Alcatel,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2050.0,159.5,2017,687,3.934371409091908,4.602566800117977
102,Alcatel,Android,12.7,yes,no,8.0,1.3,32.0,4.0,2150.0,126.0,2014,653,4.411706788775292,5.637108341388208
103,Alcatel,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2500.0,159.95,2016,649,3.9994842811981406,4.37248122183035
104,Alcatel,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2610.0,135.0,2016,708,4.3511807545027805,5.301113453850038
105,Alcatel,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2800.0,155.0,2017,751,4.284689401784925,4.787991617823697
106,Alcatel,Android,12.75,yes,no,8.0,5.0,32.0,4.0,2800.0,159.5,2017,619,4.410614091525794,5.299266915583625
107,Alcatel,Android,12.75,yes,no,12.0,8.0,32.0,4.0,2850.0,147.0,2017,716,4.560800238252151,4.929280615053424
108,Alcatel,Android,12.78,yes,no,8.0,5.0,16.0,4.0,3000.0,151.0,2018,600,4.105119635390059,4.610456190417329
109,Alcatel,Android,12.83,no,no,8.0,2.0,16.0,4.0,2500.0,189.0,2014,906,4.234251421632511,4.95477016125486
110,Alcatel,Android,12.83,yes,no,5.0,5.0,16.0,1.0,2460.0,153.2,2019,473,3.784871219767663,4.4041549867468825
111,Alcatel,Android,12.83,yes,no,13.0,5.0,16.0,2.0,4000.0,168.0,2020,176,4.132121926556131,4.27999390910873
112,Alcatel,Android,12.83,yes,no,8.0,5.0,16.0,4.0,2500.0,159.95,2016,987,4.026422545736642,4.706733501397532
113,Alcatel,Android,12.83,yes,no,8.0,5.0,16.0,4.0,2500.0,163.9,2016,1063,3.998567606828332,4.389002248410307
114,Alcatel,Android,12.83,yes,no,8.0,2.0,16.0,4.0,2500.0,173.0,2015,1040,4.12955081795672,4.880982085869385
115,Alcatel,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2910.0,141.0,2015,1073,4.261552481206008,5.527085072612468
116,Alcatel,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2960.0,159.95,2016,911,4.390118804571218,5.002871903478422
117,Alcatel,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,145.0,2018,538,4.537961436294641,5.1309041264872
118,Alcatel,Android,12.83,yes,no,5.0,5.0,16.0,4.0,3230.0,130.0,2019,302,3.832763324442514,4.786574655719562
119,Alcatel,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3500.0,147.0,2015,1041,4.475744638547633,4.8629083820668
120,Alcatel,Android,12.83,yes,no,5.0,2.0,32.0,4.0,2580.0,174.0,2016,622,4.138999202762532,4.788574489733284
121,Alcatel,Android,12.83,yes,no,5.0,2.0,32.0,4.0,2800.0,142.95,2015,658,4.135806352029695,4.780718858494617
122,Alcatel,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,149.0,2016,1006,4.555664766084252,5.3899389335952606
123,Alcatel,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,159.95,2016,811,4.332442405318121,4.942855971674966
124,Alcatel,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4000.0,164.0,2017,839,4.651767471364874,5.245496590364454
125,Alcatel,Android,12.88,yes,no,12.0,5.0,32.0,4.0,3000.0,144.0,2018,591,4.721885985684052,5.440033919166517
126,Alcatel,Android,12.93,yes,no,8.0,2.0,32.0,4.0,3400.0,182.0,2014,578,4.742755848940655,5.637820718978442
127,Alcatel,Android,15.24,no,no,13.0,8.0,32.0,4.0,2580.0,179.0,2016,770,4.268717949166882,4.79669922353296
128,Alcatel,Android,15.24,no,no,13.0,2.0,32.0,4.0,3400.0,177.6,2013,817,4.55744944977668,5.911798851689727
129,Alcatel,Android,15.24,yes,no,8.0,5.0,16.0,4.0,3000.0,155.0,2018,586,3.952588967174808,5.065249734036134
130,Alcatel,Android,15.24,yes,no,8.0,5.0,16.0,4.0,3000.0,169.0,2018,707,4.428074948165718,4.850153503906757
131,Alcatel,Android,15.24,yes,no,13.1,5.0,16.0,4.0,3100.0,175.0,2014,654,4.536248740521669,6.127938481207854
132,Alcatel,Android,15.24,yes,no,8.0,5.0,32.0,4.0,2580.0,159.95,2016,780,4.358502089626924,4.619467490688916
133,Alcatel,Android,15.24,yes,no,8.0,5.0,32.0,4.0,3000.0,159.5,2017,884,4.543720223671869,5.193456725931862
134,Alcatel,Android,15.24,yes,no,12.0,5.0,32.0,4.0,4000.0,175.0,2017,823,4.640440800070011,5.557599964478119
135,Alcatel,Android,15.29,no,no,8.0,8.0,32.0,4.0,4000.0,158.0,2018,670,4.065945087700403,5.190676475030645
136,Alcatel,Android,15.8,yes,no,13.0,5.0,32.0,2.0,4000.0,160.0,2020,149,4.349761674086606,4.624188191823853
137,Alcatel,Android,15.8,yes,no,13.0,5.0,32.0,3.0,4000.0,165.0,2020,201,4.357349646961441,4.528828952731369
138,Alcatel,Android,16.56,yes,no,5.0,8.0,64.0,4.0,4000.0,178.0,2019,187,4.29714934254078,5.016020766372594
139,Alcatel,Android,17.78,no,no,3.0,0.3,4.0,1.0,1800.0,350.0,2013,932,4.432244350834499,4.949823154699498
140,Alcatel,Android,17.78,no,no,0.3,0.3,4.0,1.0,1800.0,390.0,2013,1041,4.307303088477945,4.604169685654508
141,Alcatel,Android,17.78,no,no,2.0,0.3,4.0,1.0,3240.0,285.0,2014,759,3.98935434836447,5.080410082029073
142,Alcatel,Android,17.78,no,no,0.3,0.3,4.0,1.0,3240.0,350.0,2013,737,4.124226936703971,4.609859175474223
143,Alcatel,Android,17.78,no,no,2.0,0.3,8.0,1.0,3300.0,350.0,2013,1057,4.12955081795672,4.709800435066175
144,Alcatel,Android,17.78,no,no,0.3,0.3,16.0,0.5,2840.0,285.0,2014,770,3.713572066704308,4.395929539842873
145,Alcatel,Android,17.78,no,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,917,4.0973400712019,4.602265972840701
146,Alcatel,Android,17.78,no,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,976,3.9742463486082777,4.377139713100487
147,Alcatel,Android,17.78,no,no,2.0,0.3,32.0,4.0,2580.0,159.95,2016,813,3.850360345036039,4.384274107214361
148,Alcatel,Android,17.78,no,no,2.0,0.3,32.0,4.0,2580.0,245.0,2018,564,4.013857311309415,4.248209486939542
149,Alcatel,Android,17.78,yes,no,3.0,0.3,4.0,1.0,3240.0,279.0,2014,1046,4.463260939805398,5.253372300504868
150,Alcatel,Android,17.78,yes,no,5.0,2.0,8.0,1.0,3240.0,295.1,2016,662,4.182202802743785,4.867688284776323
151,Alcatel,Android,17.78,yes,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,893,4.244917420701475,4.870453263496393
152,Alcatel,Android,20.32,no,no,2.0,0.3,8.0,1.0,1800.0,400.0,2013,836,4.35799005684564,4.941285215961463
153,Alcatel,Android,20.32,no,no,0.3,0.3,16.0,0.5,3240.0,325.0,2014,1050,3.848230872340367,4.600860914399993
154,Alcatel,Android,20.32,no,no,2.0,0.3,16.0,4.0,3240.0,335.0,2015,686,4.38589414620037,4.602667055769973
155,Alcatel,Android,20.32,yes,no,5.0,2.0,16.0,1.0,4080.0,279.0,2018,726,4.36386266404621,4.944851553550253
156,Alcatel,Android,20.32,yes,no,5.0,2.0,32.0,4.0,4060.0,310.0,2014,892,4.554718642491993,5.63414653930514
157,Alcatel,Android,20.32,yes,no,5.0,3.0,32.0,4.0,4100.0,327.0,2014,794,4.596230344418617,5.516850305304563
158,Alcatel,Android,23.01,yes,no,5.0,2.0,32.0,4.0,4600.0,380.0,2015,713,4.9114041038344,5.524177225356475
159,Alcatel,Android,25.43,no,no,2.0,2.0,16.0,4.0,4000.0,415.0,2018,636,4.33872761652873,4.5940081212819
160,Alcatel,Others,5.18,no,no,0.3,0.3,16.0,0.25,850.0,77.9,2014,809,1.6174060820832772,3.3717685709713434
161,Alcatel,Others,5.18,no,no,2.0,0.3,16.0,4.0,1000.0,89.0,2013,606,2.830857630363757,4.104954741334116
162,Alcatel,Others,5.18,no,no,2.0,0.3,128.0,0.25,750.0,95.0,2014,787,3.6014134283326604,3.907613296939446
163,Alcatel,Others,5.18,no,no,2.0,0.3,128.0,4.0,850.0,85.0,2014,656,2.3350522831315472,3.0140632302387145
164,Alcatel,Others,5.18,yes,no,2.0,5.0,4.0,0.5,3230.0,90.0,2019,356,3.2472688993694185,3.9189986191645714
165,Alcatel,Others,5.28,no,no,3.15,0.3,16.0,4.0,750.0,98.0,2014,1029,3.3145495749364837,3.93241369507588
166,Alcatel,Others,7.75,no,no,3.15,0.3,16.0,0.25,1400.0,108.0,2013,858,3.526654599019104,4.801969761962699
167,Alcatel,Others,7.75,no,no,0.3,0.3,16.0,4.0,1300.0,100.0,2014,785,3.0243197304059035,3.5251833614431467
168,Alcatel,Others,7.75,no,no,1.3,0.3,256.0,0.25,1000.0,93.0,2014,672,2.506341930508065,3.323956301318708
169,Alcatel,Others,7.75,no,no,2.0,0.3,512.0,0.25,2820.0,98.0,2015,786,2.8633430855082453,3.678323940174419
170,Alcatel,Others,10.29,no,no,5.0,0.3,16.0,4.0,1700.0,103.0,2014,955,3.26880819361641,4.224787858247391
171,Alcatel,Others,17.78,no,no,0.3,0.3,16.0,4.0,2000.0,285.0,2014,701,3.994708372046754,4.388878109622984
172,Apple,Others,25.45,yes,no,8.0,1.2,32.0,3.0,8827.0,483.0,2019,313,5.204446150937966,5.851800099980007
173,Apple,Others,27.94,yes,no,12.0,7.0,128.0,6.0,5770.5,471.0,2020,248,5.691237447153906,6.684724221340277
174,Apple,Others,30.71,yes,no,12.0,7.0,128.0,6.0,9720.0,641.0,2020,220,5.847392077745725,6.907335190757434
175,Apple,iOS,10.16,yes,no,8.0,1.2,16.0,4.0,1560.0,112.0,2013,1070,3.879706403951603,5.800031607445565
176,Apple,iOS,10.16,yes,no,12.0,1.2,16.0,4.0,1624.0,113.0,2016,894,4.437461341561982,5.707840894783702
177,Apple,iOS,10.16,yes,no,8.0,1.2,32.0,4.0,1510.0,132.0,2013,712,4.666359354300514,5.703148940682593
178,Apple,iOS,10.34,yes,no,12.0,5.0,16.0,4.0,1715.0,143.0,2015,778,5.170370352217415,6.217503901534218
179,Apple,iOS,10.34,yes,no,8.0,1.2,16.0,4.0,1810.0,129.0,2014,877,3.930648469551311,5.890262041598819
180,Apple,iOS,10.34,yes,no,12.0,7.0,32.0,4.0,1960.0,138.0,2016,1026,4.681112189563248,6.309081564642951
181,Apple,iOS,10.34,yes,no,12.0,7.0,64.0,3.0,1821.0,148.0,2020,235,5.01190115921749,5.875351990424363
182,Apple,iOS,10.34,yes,no,12.0,7.0,64.0,4.0,1821.0,148.0,2017,604,5.120684799240213,6.554659635982031
183,Apple,iOS,12.83,yes,no,12.0,5.0,16.0,4.0,2750.0,192.0,2015,667,4.6330771392411,6.152605026980459
184,Apple,iOS,12.83,yes,no,8.0,1.2,16.0,4.0,2915.0,172.0,2014,1082,4.251775570170929,6.040944949198878
185,Apple,iOS,12.83,yes,no,12.0,7.0,32.0,4.0,2900.0,188.0,2016,833,4.750568388677448,6.53497998869663
186,Apple,iOS,12.83,yes,no,12.0,7.0,64.0,4.0,2691.0,202.0,2017,815,5.175414999446702,6.644830857656083
187,Apple,iOS,12.9,yes,no,12.0,7.0,64.0,4.0,2658.0,177.0,2018,641,5.5834587140900656,7.047795443519486
188,Apple,iOS,12.9,yes,no,12.0,7.0,64.0,4.0,2716.0,174.0,2017,629,4.522114610850766,6.906754778648554
189,Apple,iOS,12.9,yes,no,8.0,7.0,64.0,4.0,3046.0,188.0,2019,351,5.440164090776273,6.713745682392991
190,Apple,iOS,15.27,yes,no,12.0,7.0,64.0,4.0,2942.0,194.0,2018,673,5.492649836008127,6.745212819795777
191,Apple,iOS,15.27,yes,no,8.0,7.0,64.0,4.0,3110.0,194.0,2019,208,5.100902476306427,6.287932906840381
192,Apple,iOS,15.37,yes,no,12.0,7.0,64.0,4.0,3174.0,208.0,2018,583,5.570593880412456,7.131154797533938
193,Apple,iOS,15.37,yes,no,8.0,7.0,64.0,4.0,3969.0,226.0,2019,298,5.340466480056195,6.734175402124937
194,Apple,iOS,18.01,yes,no,8.0,1.2,16.0,2.0,5124.0,299.0,2015,827,4.562680134367139,5.891809943947798
195,Apple,iOS,18.01,yes,no,8.0,1.2,16.0,4.0,5124.0,299.0,2015,547,4.463145685958674,5.88618736131146
196,Apple,iOS,18.01,yes,no,5.0,1.2,16.0,4.0,6470.0,331.0,2013,945,4.422088340247728,5.601417467978173
197,Apple,iOS,18.01,yes,no,5.0,1.2,16.0,4.0,6470.0,331.0,2014,719,4.372985890021733,5.991739509302413
198,Apple,iOS,18.01,yes,no,8.0,7.0,64.0,4.0,5124.0,300.5,2019,250,4.794632850933413,6.110158279065687
199,Apple,iOS,23.04,yes,no,8.0,1.2,16.0,4.0,7340.0,437.0,2014,914,4.591983624183916,6.086706542769639
200,Apple,iOS,23.04,yes,no,5.0,1.2,16.0,4.0,8600.0,469.0,2013,995,4.628398312107299,5.85707564406933
201,Apple,iOS,23.04,yes,no,8.0,1.2,32.0,4.0,5493.0,469.0,2018,673,4.923478451981633,5.859075359062237
202,Apple,iOS,23.04,yes,no,12.0,5.0,32.0,4.0,7306.0,437.0,2016,704,5.373471220148461,6.535546014124832
203,Apple,iOS,23.04,yes,no,8.0,1.2,32.0,4.0,8827.0,469.0,2017,578,4.6694586758704535,5.966505649066787
204,Apple,iOS,25.53,yes,no,8.0,7.0,64.0,4.0,3969.0,456.0,2019,496,4.937060513104193,6.310081901203184
205,Apple,iOS,25.53,yes,no,12.0,7.0,64.0,4.0,8134.0,469.0,2017,629,5.290789100127245,6.594071403991356
206,Apple,iOS,27.94,yes,no,12.0,7.0,64.0,4.0,7812.0,468.0,2018,601,5.359835706526454,6.779603675023496
207,Apple,iOS,27.94,yes,no,12.0,7.0,1024.0,4.0,7812.0,468.0,2018,525,6.158968530551513,6.778898656857133
208,Apple,iOS,30.71,yes,no,8.0,1.2,32.0,4.0,3937.0,713.0,2015,572,5.558872302860393,6.74467148409559
209,Apple,iOS,30.71,yes,no,12.0,7.0,64.0,4.0,2256.0,677.0,2017,541,5.759185645253913,6.803094518438584
210,Apple,iOS,30.71,yes,no,12.0,7.0,1024.0,4.0,9720.0,631.0,2018,543,5.808022362645325,7.003846971507644
211,Asus,Android,10.16,no,no,5.0,0.3,16.0,4.0,2865.0,115.0,2014,910,4.012411179459415,4.865917759699667
